Indicator,periodval,data_source,country_code,Date,pop,dftype,Counts,Rate,tabtitlex
Cases,Cumulative,JHU,SYC,2021-09-09,96387,cross,20593,21364.9,Cumulative Cases reported 
Cases,Cumulative,JHU,SYR,2021-09-09,20384316,cross,29086,142.7,Cumulative Cases reported 
Cases,Cumulative,JHU,TCA,2021-09-09,57196,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,TCD,2021-09-09,17414108,cross,5011,28.8,Cumulative Cases reported 
Cases,Cumulative,JHU,TGO,2021-09-09,8283189,cross,23264,280.9,Cumulative Cases reported 
Cases,Cumulative,JHU,THA,2021-09-09,69480520,cross,1338550,1926.5,Cumulative Cases reported 
Cases,Cumulative,JHU,TJK,2021-09-09,8990874,cross,17442,194,Cumulative Cases reported 
Cases,Cumulative,JHU,TKL,2021-09-09,1647,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,TKM,2021-09-09,5579889,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,TLS,2021-09-09,1413958,cross,18211,1287.9,Cumulative Cases reported 
Cases,Cumulative,JHU,TON,2021-09-09,105780,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,TTO,2021-09-09,1221047,cross,46553,3812.5,Cumulative Cases reported 
Cases,Cumulative,JHU,TUN,2021-09-09,11811335,cross,680074,5757.8,Cumulative Cases reported 
Cases,Cumulative,JHU,TUR,2021-09-09,82482383,cross,6590384,7990.1,Cumulative Cases reported 
Cases,Cumulative,JHU,TUV,2021-09-09,11448,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,TWN,2021-09-09,23572052,cross,16062,68.1,Cumulative Cases reported 
Cases,Cumulative,JHU,TZA,2021-09-09,62092761,cross,1367,2.2,Cumulative Cases reported 
Cases,Cumulative,JHU,UGA,2021-09-09,44712143,cross,120990,270.6,Cumulative Cases reported 
Cases,Cumulative,JHU,UKR,2021-09-09,43745640,cross,2408595,5505.9,Cumulative Cases reported 
Cases,Cumulative,JHU,URY,2021-09-09,3398239,cross,386258,11366.4,Cumulative Cases reported 
Cases,Cumulative,JHU,USA,2021-09-09,334998398,cross,40601792,12120,Cumulative Cases reported 
Cases,Cumulative,JHU,UZB,2021-09-09,30842796,cross,162421,526.6,Cumulative Cases reported 
Cases,Cumulative,JHU,VAT,2021-09-09,1000,cross,27,2700,Cumulative Cases reported 
Cases,Cumulative,JHU,VCT,2021-09-09,101145,cross,2391,2363.9,Cumulative Cases reported 
Cases,Cumulative,JHU,VEN,2021-09-09,29069153,cross,344297,1184.4,Cumulative Cases reported 
Cases,Cumulative,JHU,VGB,2021-09-09,37891,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,VIR,2021-09-09,0,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,VNM,2021-09-09,102789598,cross,576096,560.5,Cumulative Cases reported 
Cases,Cumulative,JHU,VUT,2021-09-09,303009,cross,4,1.3,Cumulative Cases reported 
Cases,Cumulative,JHU,WLF,2021-09-09,15851,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,JHU,WSM,2021-09-09,204898,cross,3,1.5,Cumulative Cases reported 
Cases,Cumulative,JHU,XKX,2021-09-09,1935259,cross,155310,8025.3,Cumulative Cases reported 
Cases,Cumulative,JHU,YEM,2021-09-09,30399243,cross,8267,27.2,Cumulative Cases reported 
Cases,Cumulative,JHU,ZAF,2021-09-09,56978635,cross,2843042,4989.7,Cumulative Cases reported 
Cases,Cumulative,JHU,ZMB,2021-09-09,19077816,cross,207560,1088,Cumulative Cases reported 
Cases,Cumulative,JHU,ZWE,2021-09-09,14829988,cross,126056,850,Cumulative Cases reported 
Cases,Cumulative,WHO,ABW,2021-09-09,120917,cross,14913,12333.3,Cumulative Cases reported 
Cases,Cumulative,WHO,AFG,2021-09-09,37466414,cross,153840,410.6,Cumulative Cases reported 
Cases,Cumulative,WHO,AGO,2021-09-09,33642646,cross,49349,146.7,Cumulative Cases reported 
Cases,Cumulative,WHO,AIA,2021-09-09,18403,cross,305,1657.3,Cumulative Cases reported 
Cases,Cumulative,WHO,ALB,2021-09-09,3088385,cross,153318,4964.3,Cumulative Cases reported 
Cases,Cumulative,WHO,AND,2021-09-09,85645,cross,15070,17595.9,Cumulative Cases reported 
Cases,Cumulative,WHO,ARE,2021-09-09,9856612,cross,726025,7365.9,Cumulative Cases reported 
Cases,Cumulative,WHO,ARG,2021-09-09,45864941,cross,5211801,11363.4,Cumulative Cases reported 
Cases,Cumulative,WHO,ARM,2021-09-09,3011609,cross,246997,8201.5,Cumulative Cases reported 
Cases,Cumulative,WHO,ASM,2021-09-09,46366,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,ATG,2021-09-09,99175,cross,1974,1990.4,Cumulative Cases reported 
Cases,Cumulative,WHO,AUS,2021-09-09,25809973,cross,66318,256.9,Cumulative Cases reported 
Cases,Cumulative,WHO,AUT,2021-09-09,8884864,cross,697910,7855,Cumulative Cases reported 
Cases,Cumulative,WHO,AZE,2021-09-09,10282283,cross,450282,4379.2,Cumulative Cases reported 
Cases,Cumulative,WHO,BDI,2021-09-09,12241065,cross,14047,114.8,Cumulative Cases reported 
Cases,Cumulative,WHO,BEL,2021-09-09,11778842,cross,1201056,10196.7,Cumulative Cases reported 
Cases,Cumulative,WHO,BEN,2021-09-09,13301694,cross,19106,143.6,Cumulative Cases reported 
Cases,Cumulative,WHO,BES,2021-09-09,0,cross,1863,,Cumulative Cases reported 
Cases,Cumulative,WHO,BFA,2021-09-09,21382659,cross,13872,64.9,Cumulative Cases reported 
Cases,Cumulative,WHO,BGD,2021-09-09,164098818,cross,1524890,929.3,Cumulative Cases reported 
Cases,Cumulative,WHO,BGR,2021-09-09,6919180,cross,466671,6744.6,Cumulative Cases reported 
Cases,Cumulative,WHO,BHR,2021-09-09,1526929,cross,273366,17903,Cumulative Cases reported 
Cases,Cumulative,WHO,BHS,2021-09-09,352655,cross,19035,5397.6,Cumulative Cases reported 
Cases,Cumulative,WHO,BIH,2021-09-09,3824782,cross,219010,5726.1,Cumulative Cases reported 
Cases,Cumulative,WHO,BLM,2021-09-09,7116,cross,1607,22582.9,Cumulative Cases reported 
Cases,Cumulative,WHO,BLR,2021-09-09,9441842,cross,495578,5248.7,Cumulative Cases reported 
Cases,Cumulative,WHO,BLZ,2021-09-09,405633,cross,17119,4220.3,Cumulative Cases reported 
Cases,Cumulative,WHO,BMU,2021-09-09,72084,cross,3273,4540.5,Cumulative Cases reported 
Cases,Cumulative,WHO,BOL,2021-09-09,11758869,cross,493115,4193.6,Cumulative Cases reported 
Cases,Cumulative,WHO,BRA,2021-09-09,213445417,cross,20913578,9798.1,Cumulative Cases reported 
Cases,Cumulative,WHO,BRB,2021-09-09,301865,cross,5486,1817.4,Cumulative Cases reported 
Cases,Cumulative,WHO,BRN,2021-09-09,471103,cross,3683,781.8,Cumulative Cases reported 
Cases,Cumulative,WHO,BTN,2021-09-09,857423,cross,2596,302.8,Cumulative Cases reported 
Cases,Cumulative,WHO,BWA,2021-09-09,2350667,cross,162186,6899.6,Cumulative Cases reported 
Cases,Cumulative,WHO,CAF,2021-09-09,5357984,cross,11309,211.1,Cumulative Cases reported 
Cases,Cumulative,WHO,CAN,2021-09-09,37943231,cross,1525646,4020.9,Cumulative Cases reported 
Cases,Cumulative,WHO,CHE,2021-09-09,8453550,cross,798584,9446.7,Cumulative Cases reported 
Cases,Cumulative,WHO,CHL,2021-09-09,18307925,cross,1642146,8969.6,Cumulative Cases reported 
Cases,Cumulative,WHO,CHN,2021-09-09,1397897720,cross,123361,8.8,Cumulative Cases reported 
Cases,Cumulative,WHO,CIV,2021-09-09,28088455,cross,57293,204,Cumulative Cases reported 
Cases,Cumulative,WHO,CMR,2021-09-09,28524175,cross,84210,295.2,Cumulative Cases reported 
Cases,Cumulative,WHO,COD,2021-09-09,105044646,cross,56085,53.4,Cumulative Cases reported 
Cases,Cumulative,WHO,COG,2021-09-09,5417414,cross,13701,252.9,Cumulative Cases reported 
Cases,Cumulative,WHO,COK,2021-09-09,8327,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,COL,2021-09-09,50355650,cross,4921410,9773.3,Cumulative Cases reported 
Cases,Cumulative,WHO,COM,2021-09-09,864335,cross,4093,473.5,Cumulative Cases reported 
Cases,Cumulative,WHO,CPV,2021-09-09,589451,cross,36202,6141.6,Cumulative Cases reported 
Cases,Cumulative,WHO,CRI,2021-09-09,5151140,cross,481100,9339.7,Cumulative Cases reported 
Cases,Cumulative,WHO,CUB,2021-09-09,11032343,cross,712992,6462.7,Cumulative Cases reported 
Cases,Cumulative,WHO,CUW,2021-09-09,151885,cross,15506,10209,Cumulative Cases reported 
Cases,Cumulative,WHO,CYM,2021-09-09,63131,cross,719,1138.9,Cumulative Cases reported 
Cases,Cumulative,WHO,CYP,2021-09-09,1281506,cross,115657,9025.1,Cumulative Cases reported 
Cases,Cumulative,WHO,CZE,2021-09-09,10702596,cross,1682054,15716.3,Cumulative Cases reported 
Cases,Cumulative,WHO,DEU,2021-09-09,79903481,cross,4046112,5063.7,Cumulative Cases reported 
Cases,Cumulative,WHO,DJI,2021-09-09,938413,cross,11807,1258.2,Cumulative Cases reported 
Cases,Cumulative,WHO,DMA,2021-09-09,74584,cross,2175,2916.2,Cumulative Cases reported 
Cases,Cumulative,WHO,DNK,2021-09-09,5894687,cross,350405,5944.4,Cumulative Cases reported 
Cases,Cumulative,WHO,DOM,2021-09-09,10597348,cross,352201,3323.5,Cumulative Cases reported 
Cases,Cumulative,WHO,DZA,2021-09-09,43576691,cross,198962,456.6,Cumulative Cases reported 
Cases,Cumulative,WHO,ECU,2021-09-09,17093159,cross,504257,2950.1,Cumulative Cases reported 
Cases,Cumulative,WHO,EGY,2021-09-09,106437241,cross,291172,273.6,Cumulative Cases reported 
Cases,Cumulative,WHO,ERI,2021-09-09,6147398,cross,6651,108.2,Cumulative Cases reported 
Cases,Cumulative,WHO,ESP,2021-09-09,47260584,cross,4898258,10364.4,Cumulative Cases reported 
Cases,Cumulative,WHO,EST,2021-09-09,1220042,cross,145345,11913.1,Cumulative Cases reported 
Cases,Cumulative,WHO,ETH,2021-09-09,110871031,cross,319101,287.8,Cumulative Cases reported 
Cases,Cumulative,WHO,FIN,2021-09-09,5587442,cross,132172,2365.5,Cumulative Cases reported 
Cases,Cumulative,WHO,FJI,2021-09-09,939535,cross,48393,5150.7,Cumulative Cases reported 
Cases,Cumulative,WHO,FLK,2021-09-09,3198,cross,64,2001.3,Cumulative Cases reported 
Cases,Cumulative,WHO,FRA,2021-09-09,68084217,cross,6665074,9789.5,Cumulative Cases reported 
Cases,Cumulative,WHO,FRO,2021-09-09,51943,cross,1027,1977.2,Cumulative Cases reported 
Cases,Cumulative,WHO,FSM,2021-09-09,101675,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,GAB,2021-09-09,2284912,cross,26379,1154.5,Cumulative Cases reported 
Cases,Cumulative,WHO,GBR,2021-09-09,67081000,cross,7094596,10576.2,Cumulative Cases reported 
Cases,Cumulative,WHO,GEO,2021-09-09,4933674,cross,572948,11613,Cumulative Cases reported 
Cases,Cumulative,WHO,GGY,2021-09-09,67334,cross,1381,2051,Cumulative Cases reported 
Cases,Cumulative,WHO,GHA,2021-09-09,32372889,cross,122543,378.5,Cumulative Cases reported 
Cases,Cumulative,WHO,GIB,2021-09-09,29516,cross,5402,18301.9,Cumulative Cases reported 
Cases,Cumulative,WHO,GIN,2021-09-09,12877894,cross,29918,232.3,Cumulative Cases reported 
Cases,Cumulative,WHO,GLP,2021-09-09,0,cross,49515,,Cumulative Cases reported 
Cases,Cumulative,WHO,GMB,2021-09-09,2221301,cross,9789,440.7,Cumulative Cases reported 
Cases,Cumulative,WHO,GNB,2021-09-09,1976187,cross,5943,300.7,Cumulative Cases reported 
Cases,Cumulative,WHO,GNQ,2021-09-09,857008,cross,9939,1159.7,Cumulative Cases reported 
Cases,Cumulative,WHO,GRC,2021-09-09,10569703,cross,607356,5746.2,Cumulative Cases reported 
Cases,Cumulative,WHO,GRD,2021-09-09,113570,cross,1613,1420.3,Cumulative Cases reported 
Cases,Cumulative,WHO,GRL,2021-09-09,57799,cross,377,652.3,Cumulative Cases reported 
Cases,Cumulative,WHO,GTM,2021-09-09,17422821,cross,492570,2827.2,Cumulative Cases reported 
Cases,Cumulative,WHO,GUF,2021-09-09,0,cross,36481,,Cumulative Cases reported 
Cases,Cumulative,WHO,GUM,2021-09-09,168801,cross,11087,6568.1,Cumulative Cases reported 
Cases,Cumulative,WHO,GUY,2021-09-09,787971,cross,26772,3397.6,Cumulative Cases reported 
Cases,Cumulative,WHO,HKG,2021-09-09,7263234,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,HND,2021-09-09,9346277,cross,347511,3718.2,Cumulative Cases reported 
Cases,Cumulative,WHO,HRV,2021-09-09,4208973,cross,380904,9049.8,Cumulative Cases reported 
Cases,Cumulative,WHO,HTI,2021-09-09,11198240,cross,21124,188.6,Cumulative Cases reported 
Cases,Cumulative,WHO,HUN,2021-09-09,9728337,cross,814409,8371.5,Cumulative Cases reported 
Cases,Cumulative,WHO,IDN,2021-09-09,275122131,cross,4153355,1509.6,Cumulative Cases reported 
Cases,Cumulative,WHO,IMN,2021-09-09,90895,cross,6883,7572.5,Cumulative Cases reported 
Cases,Cumulative,WHO,IND,2021-09-09,1339330514,cross,33139981,2474.4,Cumulative Cases reported 
Cases,Cumulative,WHO,IRL,2021-09-09,5224884,cross,360957,6908.4,Cumulative Cases reported 
Cases,Cumulative,WHO,IRN,2021-09-09,85888910,cross,5210978,6067.1,Cumulative Cases reported 
Cases,Cumulative,WHO,IRQ,2021-09-09,39650145,cross,1934335,4878.5,Cumulative Cases reported 
Cases,Cumulative,WHO,ISL,2021-09-09,354234,cross,11173,3154.1,Cumulative Cases reported 
Cases,Cumulative,WHO,ISR,2021-09-09,8787045,cross,1140553,12979.9,Cumulative Cases reported 
Cases,Cumulative,WHO,ITA,2021-09-09,62390364,cross,4585423,7349.6,Cumulative Cases reported 
Cases,Cumulative,WHO,JAM,2021-09-09,2816602,cross,73496,2609.4,Cumulative Cases reported 
Cases,Cumulative,WHO,JEY,2021-09-09,101476,cross,9540,9401.2,Cumulative Cases reported 
Cases,Cumulative,WHO,JOR,2021-09-09,10909567,cross,804326,7372.7,Cumulative Cases reported 
Cases,Cumulative,WHO,JPN,2021-09-09,124687293,cross,1603112,1285.7,Cumulative Cases reported 
Cases,Cumulative,WHO,KAZ,2021-09-09,19245793,cross,900172,4677.2,Cumulative Cases reported 
Cases,Cumulative,WHO,KEN,2021-09-09,54685051,cross,241783,442.1,Cumulative Cases reported 
Cases,Cumulative,WHO,KGZ,2021-09-09,6018789,cross,176883,2938.8,Cumulative Cases reported 
Cases,Cumulative,WHO,KHM,2021-09-09,17304363,cross,96935,560.2,Cumulative Cases reported 
Cases,Cumulative,WHO,KIR,2021-09-09,113001,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,KNA,2021-09-09,54149,cross,1310,2419.3,Cumulative Cases reported 
Cases,Cumulative,WHO,KOR,2021-09-09,51715162,cross,267470,517.2,Cumulative Cases reported 
Cases,Cumulative,WHO,KWT,2021-09-09,3032065,cross,410562,13540.7,Cumulative Cases reported 
Cases,Cumulative,WHO,LAO,2021-09-09,7574356,cross,16576,218.8,Cumulative Cases reported 
Cases,Cumulative,WHO,LBN,2021-09-09,5261372,cross,610197,11597.7,Cumulative Cases reported 
Cases,Cumulative,WHO,LBR,2021-09-09,5214030,cross,5727,109.8,Cumulative Cases reported 
Cases,Cumulative,WHO,LBY,2021-09-09,7017224,cross,319568,4554.1,Cumulative Cases reported 
Cases,Cumulative,WHO,LCA,2021-09-09,166637,cross,9258,5555.8,Cumulative Cases reported 
Cases,Cumulative,WHO,LIE,2021-09-09,39425,cross,3464,8786.3,Cumulative Cases reported 
Cases,Cumulative,WHO,LKA,2021-09-09,23044123,cross,474780,2060.3,Cumulative Cases reported 
Cases,Cumulative,WHO,LSO,2021-09-09,2177740,cross,14395,661,Cumulative Cases reported 
Cases,Cumulative,WHO,LTU,2021-09-09,2711566,cross,305605,11270.4,Cumulative Cases reported 
Cases,Cumulative,WHO,LUX,2021-09-09,639589,cross,76455,11953.8,Cumulative Cases reported 
Cases,Cumulative,WHO,LVA,2021-09-09,1862687,cross,145892,7832.3,Cumulative Cases reported 
Cases,Cumulative,WHO,MAC,2021-09-09,630396,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,MAF,2021-09-09,0,cross,3544,,Cumulative Cases reported 
Cases,Cumulative,WHO,MAR,2021-09-09,36561813,cross,893462,2443.7,Cumulative Cases reported 
Cases,Cumulative,WHO,MCO,2021-09-09,31223,cross,3260,10441,Cumulative Cases reported 
Cases,Cumulative,WHO,MDA,2021-09-09,3323875,cross,272325,8193,Cumulative Cases reported 
Cases,Cumulative,WHO,MDG,2021-09-09,27534354,cross,42873,155.7,Cumulative Cases reported 
Cases,Cumulative,WHO,MDV,2021-09-09,390669,cross,82364,21082.8,Cumulative Cases reported 
Cases,Cumulative,WHO,MEX,2021-09-09,130207371,cross,3449295,2649.1,Cumulative Cases reported 
Cases,Cumulative,WHO,MHL,2021-09-09,78831,cross,4,5.1,Cumulative Cases reported 
Cases,Cumulative,WHO,MKD,2021-09-09,2128262,cross,181620,8533.7,Cumulative Cases reported 
Cases,Cumulative,WHO,MLI,2021-09-09,20137527,cross,14962,74.3,Cumulative Cases reported 
Cases,Cumulative,WHO,MLT,2021-09-09,460891,cross,36606,7942.4,Cumulative Cases reported 
Cases,Cumulative,WHO,MMR,2021-09-09,57069099,cross,425414,745.4,Cumulative Cases reported 
Cases,Cumulative,WHO,MNE,2021-09-09,607414,cross,119602,19690.4,Cumulative Cases reported 
Cases,Cumulative,WHO,MNG,2021-09-09,3198913,cross,240938,7531.9,Cumulative Cases reported 
Cases,Cumulative,WHO,MNP,2021-09-09,51659,cross,249,482,Cumulative Cases reported 
Cases,Cumulative,WHO,MOZ,2021-09-09,30888034,cross,148552,480.9,Cumulative Cases reported 
Cases,Cumulative,WHO,MRT,2021-09-09,4079284,cross,34504,845.8,Cumulative Cases reported 
Cases,Cumulative,WHO,MSR,2021-09-09,5387,cross,31,575.5,Cumulative Cases reported 
Cases,Cumulative,WHO,MTQ,2021-09-09,0,cross,39006,,Cumulative Cases reported 
Cases,Cumulative,WHO,MUS,2021-09-09,1386129,cross,12783,922.2,Cumulative Cases reported 
Cases,Cumulative,WHO,MWI,2021-09-09,20308502,cross,60965,300.2,Cumulative Cases reported 
Cases,Cumulative,WHO,MYS,2021-09-09,33519406,cross,1900467,5669.8,Cumulative Cases reported 
Cases,Cumulative,WHO,MYT,2021-09-09,0,cross,19947,,Cumulative Cases reported 
Cases,Cumulative,WHO,NAM,2021-09-09,2678191,cross,125897,4700.8,Cumulative Cases reported 
Cases,Cumulative,WHO,NCL,2021-09-09,293608,cross,152,51.8,Cumulative Cases reported 
Cases,Cumulative,WHO,NER,2021-09-09,23605767,cross,5896,25,Cumulative Cases reported 
Cases,Cumulative,WHO,NGA,2021-09-09,219463862,cross,197046,89.8,Cumulative Cases reported 
Cases,Cumulative,WHO,NIC,2021-09-09,6243931,cross,9732,155.9,Cumulative Cases reported 
Cases,Cumulative,WHO,NIU,2021-09-09,2000,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,NLD,2021-09-09,17337403,cross,1961585,11314.2,Cumulative Cases reported 
Cases,Cumulative,WHO,NOR,2021-09-09,5509591,cross,171716,3116.7,Cumulative Cases reported 
Cases,Cumulative,WHO,NPL,2021-09-09,30424878,cross,774587,2545.9,Cumulative Cases reported 
Cases,Cumulative,WHO,NRU,2021-09-09,9770,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,NZL,2021-09-09,4991442,cross,3491,69.9,Cumulative Cases reported 
Cases,Cumulative,WHO,OMN,2021-09-09,3694755,cross,302867,8197.2,Cumulative Cases reported 
Cases,Cumulative,WHO,OTH,2021-09-09,0,cross,764,,Cumulative Cases reported 
Cases,Cumulative,WHO,PAK,2021-09-09,238181034,cross,1190136,499.7,Cumulative Cases reported 
Cases,Cumulative,WHO,PAN,2021-09-09,3928646,cross,460499,11721.6,Cumulative Cases reported 
Cases,Cumulative,WHO,PCN,2021-09-09,50,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,PER,2021-09-09,32201224,cross,2156451,6696.8,Cumulative Cases reported 
Cases,Cumulative,WHO,PHL,2021-09-09,110818325,cross,2134005,1925.7,Cumulative Cases reported 
Cases,Cumulative,WHO,PLW,2021-09-09,21613,cross,2,9.3,Cumulative Cases reported 
Cases,Cumulative,WHO,PNG,2021-09-09,7399757,cross,18339,247.8,Cumulative Cases reported 
Cases,Cumulative,WHO,POL,2021-09-09,38185913,cross,2892113,7573.8,Cumulative Cases reported 
Cases,Cumulative,WHO,PRI,2021-09-09,3142779,cross,174810,5562.3,Cumulative Cases reported 
Cases,Cumulative,WHO,PRK,2021-09-09,25831360,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,PRT,2021-09-09,10263850,cross,1050719,10237.1,Cumulative Cases reported 
Cases,Cumulative,WHO,PRY,2021-09-09,7272639,cross,458977,6311,Cumulative Cases reported 
Cases,Cumulative,WHO,PSE,2021-09-09,4906308,cross,391294,7975.3,Cumulative Cases reported 
Cases,Cumulative,WHO,PYF,2021-09-09,297154,cross,42109,14170.8,Cumulative Cases reported 
Cases,Cumulative,WHO,QAT,2021-09-09,2479995,cross,233928,9432.6,Cumulative Cases reported 
Cases,Cumulative,WHO,REU,2021-09-09,0,cross,51651,,Cumulative Cases reported 
Cases,Cumulative,WHO,ROU,2021-09-09,21230362,cross,1113381,5244.3,Cumulative Cases reported 
Cases,Cumulative,WHO,RUS,2021-09-09,142320790,cross,7084284,4977.7,Cumulative Cases reported 
Cases,Cumulative,WHO,RWA,2021-09-09,12943132,cross,91081,703.7,Cumulative Cases reported 
Cases,Cumulative,WHO,SAU,2021-09-09,34783757,cross,545624,1568.6,Cumulative Cases reported 
Cases,Cumulative,WHO,SDN,2021-09-09,46751152,cross,37931,81.1,Cumulative Cases reported 
Cases,Cumulative,WHO,SEN,2021-09-09,16082442,cross,73310,455.8,Cumulative Cases reported 
Cases,Cumulative,WHO,SGP,2021-09-09,5866139,cross,69582,1186.2,Cumulative Cases reported 
Cases,Cumulative,WHO,SHN,2021-09-09,7915,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,SLB,2021-09-09,690598,cross,20,2.9,Cumulative Cases reported 
Cases,Cumulative,WHO,SLE,2021-09-09,6807277,cross,6376,93.7,Cumulative Cases reported 
Cases,Cumulative,WHO,SLV,2021-09-09,6528135,cross,96067,1471.6,Cumulative Cases reported 
Cases,Cumulative,WHO,SMR,2021-09-09,34467,cross,5366,15568.5,Cumulative Cases reported 
Cases,Cumulative,WHO,SOM,2021-09-09,12094640,cross,17947,148.4,Cumulative Cases reported 
Cases,Cumulative,WHO,SPM,2021-09-09,5321,cross,31,582.6,Cumulative Cases reported 
Cases,Cumulative,WHO,SRB,2021-09-09,6974289,cross,794528,11392.2,Cumulative Cases reported 
Cases,Cumulative,WHO,SSD,2021-09-09,10984074,cross,11571,105.3,Cumulative Cases reported 
Cases,Cumulative,WHO,STP,2021-09-09,213948,cross,2709,1266.2,Cumulative Cases reported 
Cases,Cumulative,WHO,SUR,2021-09-09,614749,cross,31392,5106.5,Cumulative Cases reported 
Cases,Cumulative,WHO,SVK,2021-09-09,5436066,cross,397382,7310.1,Cumulative Cases reported 
Cases,Cumulative,WHO,SVN,2021-09-09,2102106,cross,272512,12963.8,Cumulative Cases reported 
Cases,Cumulative,WHO,SWE,2021-09-09,10261767,cross,1135160,11062,Cumulative Cases reported 
Cases,Cumulative,WHO,SWZ,2021-09-09,1113276,cross,44500,3997.2,Cumulative Cases reported 
Cases,Cumulative,WHO,SXM,2021-09-09,44564,cross,3888,8724.5,Cumulative Cases reported 
Cases,Cumulative,WHO,SYC,2021-09-09,96387,cross,20593,21364.9,Cumulative Cases reported 
Cases,Cumulative,WHO,SYR,2021-09-09,20384316,cross,28814,141.4,Cumulative Cases reported 
Cases,Cumulative,WHO,TCA,2021-09-09,57196,cross,2716,4748.6,Cumulative Cases reported 
Cases,Cumulative,WHO,TCD,2021-09-09,17414108,cross,5013,28.8,Cumulative Cases reported 
Cases,Cumulative,WHO,TGO,2021-09-09,8283189,cross,23018,277.9,Cumulative Cases reported 
Cases,Cumulative,WHO,THA,2021-09-09,69480520,cross,1338550,1926.5,Cumulative Cases reported 
Cases,Cumulative,WHO,TJK,2021-09-09,8990874,cross,17442,194,Cumulative Cases reported 
Cases,Cumulative,WHO,TKL,2021-09-09,1647,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,TKM,2021-09-09,5579889,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,TLS,2021-09-09,1413958,cross,18211,1287.9,Cumulative Cases reported 
Cases,Cumulative,WHO,TON,2021-09-09,105780,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,TTO,2021-09-09,1221047,cross,46013,3768.3,Cumulative Cases reported 
Cases,Cumulative,WHO,TUN,2021-09-09,11811335,cross,680074,5757.8,Cumulative Cases reported 
Cases,Cumulative,WHO,TUR,2021-09-09,82482383,cross,6566568,7961.2,Cumulative Cases reported 
Cases,Cumulative,WHO,TUV,2021-09-09,11448,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,TWN,2021-09-09,23572052,cross,0,0,Cumulative Cases reported 
Cases,Cumulative,WHO,TZA,2021-09-09,62092761,cross,1367,2.2,Cumulative Cases reported 
Cases,Cumulative,WHO,UGA,2021-09-09,44712143,cross,99701,223,Cumulative Cases reported 
Cases,Cumulative,WHO,UKR,2021-09-09,43745640,cross,2306939,5273.5,Cumulative Cases reported 
Cases,Cumulative,WHO,URY,2021-09-09,3398239,cross,385926,11356.6,Cumulative Cases reported 
Cases,Cumulative,WHO,USA,2021-09-09,334998398,cross,40152521,11985.9,Cumulative Cases reported 
Cases,Cumulative,WHO,UZB,2021-09-09,30842796,cross,162421,526.6,Cumulative Cases reported 
Cases,Cumulative,WHO,VAT,2021-09-09,1000,cross,26,2600,Cumulative Cases reported 
Cases,Cumulative,WHO,VCT,2021-09-09,101145,cross,2389,2362,Cumulative Cases reported 
Cases,Cumulative,WHO,VEN,2021-09-09,29069153,cross,342148,1177,Cumulative Cases reported 
Cases,Cumulative,WHO,VGB,2021-09-09,37891,cross,2640,6967.4,Cumulative Cases reported 
Cases,Cumulative,WHO,VIR,2021-09-09,0,cross,6102,,Cumulative Cases reported 
Cases,Cumulative,WHO,VNM,2021-09-09,102789598,cross,563676,548.4,Cumulative Cases reported 
Cases,Cumulative,WHO,VUT,2021-09-09,303009,cross,3,1,Cumulative Cases reported 
Cases,Cumulative,WHO,WLF,2021-09-09,15851,cross,454,2864.2,Cumulative Cases reported 
Cases,Cumulative,WHO,WSM,2021-09-09,204898,cross,1,0.5,Cumulative Cases reported 
Cases,Cumulative,WHO,XKX,2021-09-09,1935259,cross,154564,7986.7,Cumulative Cases reported 
Cases,Cumulative,WHO,YEM,2021-09-09,30399243,cross,8181,26.9,Cumulative Cases reported 
Cases,Cumulative,WHO,ZAF,2021-09-09,56978635,cross,2836773,4978.7,Cumulative Cases reported 
Cases,Cumulative,WHO,ZMB,2021-09-09,19077816,cross,207442,1087.3,Cumulative Cases reported 
Cases,Cumulative,WHO,ZWE,2021-09-09,14829988,cross,125931,849.2,Cumulative Cases reported 
Deaths,14 days,JHU,ABW,2021-09-09,120917,cross,0,0,Deaths reported in the past 14 days
