"Variants","country_code","Verification","country_name","variant_file_date","variant_date"
"Gamma (P.1)","ISL","Verified","Iceland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BEN","Verified","Benin",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","COG","Verified","Congo",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GHA","Verified","Ghana",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TGO","Verified","Togo",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MDG","Unverified","Madagascar",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VIR","Verified","United States Virgin Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LIE","Unverified","Liechtenstein",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BGD","Unverified","Bangladesh",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IRQ","Verified","Iraq",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NIC","Verified","Nicaragua",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GRD","Verified","Grenada",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NZL","Verified","New Zealand",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NAM","Verified","Namibia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CMR","Verified","Cameroon",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ZAF","Verified","South Africa",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CIV","Verified","Côte d’Ivoire",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GNQ","Verified","Equatorial Guinea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GAB","Verified","Gabon",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GMB","Verified","Gambia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KEN","Verified","Kenya",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TZA","Verified","United Republic of Tanzania",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SRB","Unverified","Serbia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AFG","Not reported","Afghanistan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AIA","Not reported","Anguilla",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ALB","Not reported","Albania",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AND","Not reported","Andorra",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ARM","Not reported","Armenia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ASM","Not reported","American Samoa",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AZE","Not reported","Azerbaijan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BDI","Not reported","Burundi",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BFA","Not reported","Burkina Faso",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BGR","Not reported","Bulgaria",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BLM","Not reported","Saint Barthélemy",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BLR","Not reported","Belarus",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BMU","Not reported","Bermuda",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BRN","Not reported","Brunei Darussalam",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BTN","Not reported","Bhutan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BWA","Not reported","Botswana",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CAF","Not reported","Central African Republic",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","COD","Not reported","Democratic Republic of the Congo",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","COK","Not reported","Cook Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","COM","Not reported","Comoros",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CPV","Not reported","Cabo Verde",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CUB","Not reported","Cuba",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CYP","Not reported","Cyprus",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DJI","Not reported","Djibouti",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DMA","Not reported","Dominica",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DZA","Not reported","Algeria",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","EGY","Not reported","Egypt",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ERI","Not reported","Eritrea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ESH","Not reported","Western Sahara",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ETH","Not reported","Ethiopia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FJI","Not reported","Fiji",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FLK","Not reported","Falkland Islands (Malvinas)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FSM","Not reported","Micronesia (Federated States of)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GEO","Not reported","Georgia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GGY","Not reported","Guernsey",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GIB","Not reported","Gibraltar",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GIN","Not reported","Guinea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GNB","Not reported","Guinea-Bissau",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GRL","Not reported","Greenland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","HKG","Not reported","Hong Kong",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IDN","Not reported","Indonesia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IMN","Not reported","Isle of Man",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IRN","Not reported","Iran (Islamic Republic of)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","JAM","Not reported","Jamaica",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","JEY","Not reported","Jersey",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KAZ","Not reported","Kazakhstan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KGZ","Not reported","Kyrgyzstan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KHM","Not reported","Cambodia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KIR","Not reported","Kiribati",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KNA","Not reported","Saint Kitts and Nevis",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KWT","Not reported","Kuwait",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LAO","Not reported","Lao People's Democratic Republic",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LBN","Not reported","Lebanon",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LBR","Not reported","Liberia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LBY","Not reported","Libya",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LCA","Not reported","Saint Lucia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LKA","Not reported","Sri Lanka",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LSO","Not reported","Lesotho",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MAC","Not reported","Macau",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MAF","Not reported","Saint Martin",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MAR","Not reported","Morocco",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MCO","Not reported","Monaco",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MDA","Not reported","Republic of Moldova",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MDV","Not reported","Maldives",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MHL","Not reported","Marshall Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MKD","Not reported","North Macedonia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MLI","Not reported","Mali",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MMR","Not reported","Myanmar",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MNG","Not reported","Mongolia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MNP","Not reported","Northern Mariana Islands (Commonwealth of the)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MOZ","Not reported","Mozambique",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MRT","Not reported","Mauritania",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MUS","Not reported","Mauritius",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MWI","Not reported","Malawi",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MYS","Not reported","Malaysia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MYT","Not reported","Mayotte",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NCL","Not reported","New Caledonia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NER","Not reported","Niger",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NGA","Not reported","Nigeria",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NIU","Not reported","Niue",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NPL","Not reported","Nepal",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NRU","Not reported","Nauru",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","OMN","Not reported","Oman",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PCN","Not reported","Pitcairn Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PLW","Not reported","Palau",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PNG","Not reported","Papua New Guinea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PRK","Not reported","Democratic People's Republic of Korea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PSE","Not reported","occupied Palestinian territory, including east Jerusalem",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","QAT","Not reported","Qatar",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","RWA","Not reported","Rwanda",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SAU","Not reported","Saudi Arabia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SEN","Not reported","Senegal",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SHN","Not reported","Saint Helena",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SLB","Not reported","Solomon Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SLE","Not reported","Sierra Leone",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SMR","Not reported","San Marino",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SOM","Not reported","Somalia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SPM","Not reported","Saint Pierre and Miquelon",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SSD","Not reported","South Sudan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","STP","Not reported","Sao Tome and Principe",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SVK","Not reported","Slovakia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SWZ","Not reported","Eswatini",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SYC","Not reported","Seychelles",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SYR","Not reported","Syrian Arab Republic",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TCD","Not reported","Chad",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TJK","Not reported","Tajikistan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TKL","Not reported","Tokelau",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TKM","Not reported","Turkmenistan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TLS","Not reported","Timor-Leste",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TON","Not reported","Tonga",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TUN","Not reported","Tunisia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TUV","Not reported","Tuvalu",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TWN","Not reported","Taiwan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","UGA","Not reported","Uganda",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","UKR","Not reported","Ukraine",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","UZB","Not reported","Uzbekistan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VAT","Not reported","Holy See",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VNM","Not reported","Viet Nam",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VUT","Not reported","Vanuatu",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","WLF","Not reported","Wallis and Futuna",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","WSM","Not reported","Samoa",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","XKX","Not reported","Kosovo",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","YEM","Not reported","Yemen",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ZMB","Not reported","Zambia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ZWE","Not reported","Zimbabwe",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","OTH","Not reported","Other",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","XCA","Not reported","Saba",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BHR","Verified","Bahrain",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BGD","Verified","Bangladesh",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ZAF","Verified","South Africa",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ISR","Verified","Israel",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","NOR","Verified","Norway",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","COD","Verified","Democratic Republic of the Congo",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ARG","Verified","Argentina",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AUT","Verified","Austria",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BEL","Verified","Belgium",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","DNK","Verified","Denmark",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","FRA","Verified","France",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","DEU","Verified","Germany",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GRC","Verified","Greece",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","IRL","Verified","Ireland",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ITA","Verified","Italy",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","LUX","Verified","Luxembourg",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","NLD","Verified","Netherlands",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","POL","Verified","Poland",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ROU","Verified","Romania",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SGP","Verified","Singapore",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SVN","Verified","Slovenia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ESP","Verified","Spain",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SWE","Verified","Sweden",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CHE","Verified","Switzerland",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GBR","Verified","The United Kingdom",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","JOR","Verified","Jordan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","VNM","Verified","Viet Nam",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","RUS","Verified","Russian Federation",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","THA","Verified","Thailand",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","JPN","Verified","Japan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","KEN","Verified","Kenya",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BWA","Verified","Botswana",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PHL","Verified","Philippines",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","DZA","Verified","Algeria",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ZWE","Verified","Zimbabwe",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GHA","Verified","Ghana",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","QAT","Verified","Qatar",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","TUR","Verified","Turkey",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CZE","Verified","Czechia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GMB","Verified","Gambia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","LVA","Unverified","Latvia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MRT","Verified","Mauritania",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ZMB","Verified","Zambia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PRI","Verified","Puerto Rico",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","NPL","Verified","Nepal",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","IRN","Verified","Iran (Islamic Republic of)",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MAR","Verified","Morocco",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PAK","Verified","Pakistan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SAU","Verified","Saudi Arabia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GEO","Verified","Georgia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","XCA","Verified","Saba",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MLT","Unverified","Malta",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BGR","Verified","Bulgaria",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SVK","Verified","Slovakia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AUS","Verified","Australia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","KOR","Verified","Republic of Korea",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MYS","Verified","Malaysia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","FJI","Verified","Fiji",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GUM","Verified","Guam",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","KHM","Verified","Cambodia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","KWT","Verified","Kuwait",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","LTU","Unverified","Lithuania",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","HUN","Unverified","Hungary",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","FIN","Verified","Finland",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BTN","Verified","Bhutan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PYF","Verified","French Polynesia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PRT","Verified","Portugal",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BLR","Unverified","Belarus",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","UGA","Verified","Uganda",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MWI","Verified","Malawi",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MUS","Verified","Mauritius",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","UZB","Unverified","Uzbekistan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","UKR","Unverified","Ukraine",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MOZ","Verified","Mozambique",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","TUN","Verified","Tunisia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MTQ","Verified","Martinique",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PSE","Verified","occupied Palestinian territory, including east Jerusalem",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ARE","Verified","United Arab Emirates",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","XKX","Unverified","Kosovo",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","OMN","Verified","Oman",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","LBN","Verified","Lebanon",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","IDN","Verified","Indonesia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","KAZ","Verified","Kazakhstan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","LAO","Verified","Lao People's Democratic Republic",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","NGA","Verified","Nigeria",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AFG","Verified","Afghanistan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BIH","Unverified","Bosnia and Herzegovina",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MCO","Verified","Monaco",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MKD","Unverified","North Macedonia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","NAM","Verified","Namibia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","IRQ","Verified","Iraq",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AGO","Verified","Angola",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BDI","Verified","Burundi",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MMR","Verified","Myanmar",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","RWA","Verified","Rwanda",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SEN","Verified","Senegal",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SSD","Verified","South Sudan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MEX","Verified","Mexico",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CAN","Verified","Canada",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","USA","Verified","United States of America",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ABW","Verified","Aruba",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BRA","Verified","Brazil",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SXM","Verified","Sint Maarten",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PER","Verified","Peru",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GLP","Verified","Guadeloupe",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BRB","Verified","Barbados",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CHL","Verified","Chile",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GUF","Verified","French Guiana",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ECU","Verified","Ecuador",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ALB","Unverified","Albania",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","COG","Verified","Congo",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","EST","Unverified","Estonia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MNG","Verified","Mongolia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PNG","Verified","Papua New Guinea",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AIA","Verified","Anguilla",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CRI","Verified","Costa Rica",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","AZE","Unverified","Azerbaijan",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SRB","Verified","Serbia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","COL","Verified","Colombia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CUW","Verified","Curaçao",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","MDA","Verified","Republic of Moldova",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","TLS","Verified","Timor-Leste",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","BES","Verified","Bonaire, Sint Eustatius, and Saba",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PRY","Verified","Paraguay",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ARM","Verified","Armenia",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SUR","Verified","Suriname",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","PAN","Verified","Panama",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","VIR","Verified","United States Virgin Islands",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","URY","Verified","Uruguay",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","VEN","Verified","Venezuela (Bolivarian Republic of)",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SLV","Verified","El Salvador",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CPV","Verified","Cabo Verde",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","GTM","Verified","Guatemala",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CAF","Verified","Central African Republic",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SWZ","Verified","Eswatini",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","SYC","Verified","Seychelles",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","CUB","Verified","Cuba",2022-03-30,"Data as of 2022-03-29"
"Delta (B.1.617.2)","ATG","Verified","Antigua and Barbuda",2022-03-30,"Data as of 2022-03-29"
